,가격,가동,가름,가속,가치,각국,각자,감과,감회,강화,개개인,개국,개발,개방,개선,개성,개척,개편,건립,건설,건설사,게임,결정,경계,경영,경쟁,경쟁력,경제,경험,계속,계승,계획,고객,고급,고도,고무,고민,고인,고취,공감,공동,공모전,공법,공유경제,공장,공존,공헌,과제,관계사,관계자,관련,관리,관점,교훈,구분,구조,구축,구현,국내,국의,군살,궁극,권역,규모,그룹사,극대,극복,근무,근본,근원,글로벌,금융,급변,기대,기대감,기반,기술,기술력,기아,기아자동차,기업,기여,기점,기조,기존,기차,기회,낙관,낭비,내부,내실,네트워크,노력,능동,니즈,다양성,단계,달성,대내외,대외,대응,대응력,대중,대한민국,도모,도약,도움,도전,독립,독자,동력,동반,동시,동원,동화,디지털,라이프,라인업,로보,로봇,리더,리더십,리스크,마련,마인드,만반,말씀,매력,명복,명실상부,모델,모빌리티,모태,목표,무역,문화,미국,미래,밀레니얼,바이러스,바탕,반열,반영,발굴,발달,발생,발전,방식,방향성,배분,백신,법인,변화,보유,보호,복귀,본사,본원,부가가치,부문,부분,부정,부진,부품,부합,분야,분이,불굴,불안,불편,불필요,불확실성,브랜드,비난,비전,사고,사람,사망,사명,사명감,사업,사업자,사옥,사회,사회적,산업,살균,상반기,상상,상생,상승,상용,상품,상황,생각,생산,생존,생존력,생태계,서비스,서서,선도,선점,선진,선택,설계,설립,성공,성과,성과물,성장,세계,세대,세상,소식,소재,소전,소통,소프트웨어,손익,솔루션,솔선수범,수단,수석,수소,수용,수익,수준,수평,수행,숙원,스마트,스마트폰,스타일,스타트,슬기,시간,시너지,시대,시도,시범,시스템,시작,시장,시티,신기술,신뢰,신사,신속,신흥,실천,실패,실행,실행력,실현,심화,아세안,아시아,아이디어,안전,안전사고,앞장,애도,애통,양보,어려움,업무,업종,업체,엔지니어링,여건,역량,역할,연간,연구개발,연료전지,열정,영역,영향력,예방,예상,예정,오픈,완벽,완성,외부,요구,요소,우려,우선,우수,운영,울산,원가,원격,원년,원동력,위기,유기,유럽,유례,유지,융합,의미,의사,의식,의지,이노베이션,이동,이사회,이상,이용,이웃,이질,이해,이행,이후,인간,인공지능,인내,인도,인류,인재,인정,인프라,일관제철소,일부,일상,일원,일자리,일치단결,입지,자동차,자리매김,자부심,자산,자세,자원,자유,자율,작업,장경영,장기,재원,저력,적극,전기,전략,전망,전문가,전반,전용,전진,전현직,전환,절감,점검,점프,정상화,정신,정착,제거,제공,제네시스,제어,제조,제조업,제품,제휴,조기,조성,조원,조직,존중,주도,주력,주의,주주,주축,주행,준비,중경,중국,중립,중심,즐거움,증대,지금,지속,지속성,지역,지원,지향,직면,진심,진출,진행,진화,집중,차량,차종,차질,참여,창업,창의,창조,창출,채널,책임,책임감,철강,철학,첨단,첫걸음,체계,체인,체제,체질,초석,총력,최고,최선,최적화,최종,최초,추격자,추구,추진,출발,출발점,출범,출시,출장,충전,취임,취향,친환경,컨트롤,코로나,타워,타입,타협,탄소,탈피,태도,택시,테크,통합,투명,투자,투자자,특정,파워,파이낸셜신문,판도,판매,판매망,패러다임,패러다임의,퍼스트,편리,평화,포트폴리오,포함,품질,플랫폼,필수,필요,하이브리드,합리,합심,합작,해석,해외,핵심,햇수,행보,향상,혁명,혁신,현대,현대건설,현실,현지,협력,협업,형성,혼재,확대,확립,확보,확산,확신,확장,환경,활동,활용,회복세,회사,회피,효율,희망
연구개발,0,1,0,1,0,1,0,0,0,11,0,1,4,0,0,0,1,0,1,2,0,0,1,0,5,2,7,2,1,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,3,0,1,1,1,1,1,2,0,0,0,0,0,0,2,0,3,1,0,0,0,2,0,1,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,1,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,3,0,4,0,1,0,0,0,0,2,1,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,5,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,0,2,0,1,0,0,2,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,3,1,2,0,2,0,3,0,2,0,1,0,2,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,6,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,2,0,0,0,2,1,0,0,8,2,0,2,0,0,3,2,0,0,4,0,0,0
연료전지,1,0,1,1,6,0,0,1,1,2,1,0,5,1,1,1,0,0,0,0,0,0,0,0,3,0,2,2,1,1,0,6,13,0,0,1,3,2,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,2,1,2,2,1,1,0,4,0,0,1,1,3,8,1,0,0,6,0,0,0,1,4,3,1,1,1,0,1,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,4,0,0,1,2,0,1,0,0,1,0,3,0,1,1,1,3,1,2,0,1,4,0,0,0,2,2,10,1,1,3,0,2,1,1,3,1,0,0,1,2,2,3,1,0,1,1,0,0,3,1,1,0,1,1,4,1,0,1,1,1,0,2,0,1,3,1,1,1,1,9,0,0,2,0,4,1,0,1,0,1,1,0,2,1,0,1,0,1,1,0,0,1,0,0,0,3,0,1,0,11,3,1,2,1,0,1,3,1,0,1,1,2,0,3,1,1,2,2,0,0,2,1,1,1,1,3,1,3,0,0,1,2,7,1,1,2,0,0,0,0,0,2,0,2,1,0,1,5,11,1,0,1,1,0,0,1,0,2,0,0,7,0,1,0,0,1,2,0,1,1,1,0,2,1,2,0,1,3,2,0,2,1,1,1,1,1,2,0,1,0,0,0,1,0,1,0,0,5,0,1,1,1,0,2,0,1,1,0,1,0,4,1,0,1,0,0,2,1,0,1,2,2,0,1,1,1,1,2,3,2,0,0,0,0,4,0,0,2,0,1,3,1,1,3,0,0,1,0,0,1,1,3,0,1,0,0,1,0,0,3,2,3,1,2,0,0,2,1,3,3,0,0,1,2,1,0,1,6,0,1,1,0,0,3,0,1,1,0,3,0,0,2,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,2,4,1,1,1,0,2,7,1,1,0,1,0,1,0,1,2,0,4,0,0,1,1,0,0,0,0,0,0,4,1,1,0,1,0,1,0,1,0,1,1,2,2,1,4,2,0,1,0,2,1,1,0,0,2,0,0,0,0,9,0,0,1,0,5,0,0,1,8,1,4,1,2,1,6,4,0,1,2,0,1,1
열정,1,0,1,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,7,0,0,1,3,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,1,1,2,1,1,0,0,3,0,0,0,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,0,0,3,0,0,0,1,0,4,0,1,1,0,1,1,0,3,0,0,0,0,2,0,1,0,0,1,0,0,0,2,1,1,0,0,1,2,1,0,1,1,0,0,2,0,0,2,0,1,1,0,1,0,0,2,0,2,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8,1,0,1,1,0,0,1,1,0,0,0,2,0,2,0,0,1,1,0,0,0,1,1,0,0,2,0,2,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,10,1,0,1,1,0,0,1,0,2,0,0,3,0,0,0,1,0,1,0,1,1,0,0,2,0,0,0,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,1,4,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,4,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,2,1,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,4,0,1,1,1,0,4,1,0,1,1,0,0,1
영역,1,0,1,5,10,0,2,1,1,12,1,0,8,1,1,1,0,1,0,1,1,3,1,1,14,1,8,4,1,1,1,6,15,1,2,1,3,2,1,1,1,1,0,1,1,1,0,3,1,1,1,0,1,1,1,1,4,2,2,1,1,1,2,2,1,3,3,1,1,1,15,1,0,1,1,5,12,1,0,0,8,0,0,0,2,8,4,1,1,2,2,1,4,0,1,1,1,0,1,0,1,2,1,1,1,3,1,6,1,2,5,0,2,1,4,1,1,1,1,1,2,4,0,1,1,1,4,1,2,1,5,6,1,1,1,6,5,17,1,1,4,1,2,2,1,3,4,5,1,1,2,2,8,1,1,1,1,1,0,3,1,1,0,2,1,6,1,1,1,1,1,1,4,1,1,3,1,1,1,1,25,1,0,3,1,10,1,0,2,1,1,1,1,3,2,0,1,1,1,4,0,4,1,1,1,1,3,2,1,1,18,6,1,2,1,2,4,6,1,0,1,2,2,1,4,1,2,3,2,0,1,4,1,1,1,1,4,1,4,1,1,3,3,16,1,1,4,0,2,1,2,3,5,1,2,1,1,1,6,13,1,0,1,1,1,0,7,1,4,1,0,11,1,2,0,2,1,0,1,1,1,1,1,3,2,4,0,2,3,2,1,3,1,1,1,3,1,2,0,3,1,0,5,2,1,1,2,1,5,1,1,1,1,1,2,0,2,1,1,1,1,4,1,1,1,1,0,4,1,1,1,2,6,1,2,1,1,1,2,5,2,1,1,1,2,7,0,2,2,1,1,3,1,1,6,1,2,1,2,1,2,3,3,1,1,1,1,1,2,2,3,3,5,2,5,1,1,4,1,5,3,0,4,1,2,1,1,2,9,1,1,1,1,1,4,2,1,1,2,3,0,0,2,1,1,1,2,1,3,1,1,2,1,1,1,3,2,1,0,1,3,7,1,1,1,1,2,9,1,1,1,3,1,1,1,1,2,0,4,0,1,1,1,1,1,1,1,0,1,6,1,1,1,1,1,3,0,1,1,2,1,2,3,1,7,2,1,1,1,2,1,1,1,1,3,1,1,0,1,17,0,1,2,1,7,1,1,1,12,1,5,2,2,1,10,4,2,1,3,1,3,1
영향력,0,0,0,4,4,0,2,0,0,10,0,0,3,0,0,0,0,1,0,1,1,3,1,1,11,1,6,2,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,1,3,1,2,1,1,0,1,0,0,1,1,0,0,1,11,1,0,0,0,2,4,0,0,0,2,0,0,0,1,4,1,0,0,1,2,0,1,0,0,1,0,0,0,0,1,2,1,1,1,3,0,3,1,2,1,0,2,0,2,1,0,1,1,0,2,1,0,0,0,0,1,0,0,1,4,2,1,1,1,4,3,7,0,0,1,1,0,1,0,0,3,5,1,0,0,0,5,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,2,1,0,0,0,0,0,0,16,1,0,1,1,6,0,0,1,1,0,0,1,1,1,0,0,1,0,3,0,4,0,1,1,1,0,2,0,1,7,3,0,0,0,2,3,3,0,0,0,1,0,1,1,0,1,1,0,0,1,2,0,0,0,0,1,0,1,1,1,2,1,9,0,0,2,0,2,1,2,3,3,1,0,0,1,0,1,2,0,0,0,0,1,0,6,1,2,1,0,4,1,1,0,0,0,1,0,0,0,0,1,1,1,2,0,1,0,0,1,1,0,0,0,2,0,0,0,2,1,0,5,1,1,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,2,0,1,0,0,4,1,1,0,0,0,0,2,0,1,1,1,2,3,0,2,0,1,0,0,0,0,3,1,2,0,2,1,1,2,0,1,0,1,1,0,2,2,0,1,2,1,3,1,1,2,0,2,0,0,4,0,0,0,1,1,3,1,0,0,1,1,1,2,0,0,2,0,0,0,0,0,0,0,1,1,2,1,1,2,1,0,1,2,1,0,0,0,1,3,0,0,0,1,0,2,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,2,0,0,1,0,1,2,0,0,1,1,0,0,1,0,3,0,1,0,1,0,0,0,1,1,1,1,1,0,1,8,0,1,1,1,2,1,1,0,4,0,1,1,0,0,4,0,2,0,1,1,2,0
예방,1,0,1,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,7,0,0,1,3,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,1,1,2,1,1,0,0,3,0,0,0,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,0,0,3,0,0,0,1,0,4,0,1,1,0,1,1,0,3,0,0,0,0,2,0,1,0,0,1,0,0,0,2,1,1,0,0,1,2,1,0,1,1,0,0,2,0,0,2,0,1,1,0,1,0,0,2,0,2,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8,1,0,1,1,0,0,1,1,0,0,0,2,0,2,0,0,1,1,0,0,0,1,1,0,0,2,0,2,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,10,1,0,1,1,0,0,1,0,2,0,0,3,0,0,0,1,1,1,0,0,1,0,0,2,0,0,0,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,1,4,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,4,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,2,1,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,4,0,1,1,1,0,4,1,0,1,1,0,0,1
예상,1,0,1,0,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,1,7,0,0,1,3,2,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,4,0,0,1,1,2,1,1,0,0,3,0,0,0,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,0,0,3,0,0,0,1,0,4,0,1,1,0,1,1,0,3,0,0,0,0,2,0,1,0,0,1,0,0,0,2,1,1,0,0,1,2,1,0,1,1,0,0,2,0,0,2,0,1,1,0,1,0,0,2,0,2,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,8,1,0,1,1,0,0,1,1,0,0,0,2,0,2,0,0,1,1,0,0,0,1,1,0,0,2,0,2,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,2,0,0,0,4,10,1,0,1,1,0,0,1,0,2,0,0,3,0,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,3,2,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,1,4,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,4,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,2,1,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,4,0,1,1,1,0,4,1,0,1,1,0,0,1
예정,0,0,0,1,3,0,0,0,0,1,1,0,4,1,1,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,7,0,0,0,3,0,0,0,0,2,1,0,1,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,1,0,2,0,0,0,1,1,0,0,0,1,2,6,1,0,2,0,1,0,1,0,1,0,0,1,0,2,2,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,1,1,0,0,1,8,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,3,2,1,1,0,0,1,2,0,0,1,1,0,0,1,1,1,1,1,0,0,2,0,0,1,1,1,1,1,0,0,1,1,4,1,0,1,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,1,0,1,0,2,1,0,0,0,0,3,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,2,3,0,2,0,0,1,1,2,0,0,0,0,2,1,0,0,2,0,1,1,0,0,1,0,0,1,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,3,1,1,1,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,8,0,0,1,0,2,0,0,0,4,1,3,0,1,1,2,3,0,0,1,0,1,0
오픈,0,0,0,4,4,0,2,0,0,10,0,0,3,0,0,0,0,1,0,1,1,3,1,1,11,1,6,2,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,1,1,3,1,2,1,1,0,1,0,0,1,1,0,0,1,11,1,0,0,0,2,4,0,0,0,2,0,0,0,1,4,1,0,0,1,2,0,1,0,0,1,0,0,0,0,1,2,1,1,1,3,0,3,1,2,1,0,2,0,2,1,0,1,1,0,2,1,0,0,0,0,1,0,0,1,4,2,1,1,1,4,3,7,0,0,1,1,0,1,0,0,3,5,1,0,0,0,5,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,2,1,0,0,0,0,0,0,16,1,0,1,1,6,0,0,1,1,0,0,1,1,1,0,0,1,0,3,0,4,0,1,1,1,0,2,0,1,7,3,0,0,0,2,3,3,0,0,0,1,0,1,1,0,1,1,0,0,1,2,0,0,0,0,1,0,1,1,1,2,1,9,0,0,2,0,2,1,2,3,3,1,0,0,1,0,1,2,0,0,0,0,1,0,6,1,2,1,0,4,1,1,0,0,0,1,1,0,0,0,0,1,1,2,0,1,0,0,1,1,0,0,0,2,0,0,0,2,1,0,5,1,1,0,2,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,2,0,1,0,0,4,1,1,0,0,0,0,2,0,1,1,1,2,3,0,2,0,1,0,0,0,0,3,1,2,0,2,1,1,2,0,1,0,1,1,0,2,2,0,1,2,1,3,1,1,2,0,2,0,0,4,0,0,0,1,1,3,1,0,0,1,1,1,2,0,0,2,0,0,0,0,0,0,0,1,1,2,1,1,2,1,0,1,2,1,0,0,0,1,3,0,0,0,1,0,2,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,2,0,0,1,0,1,2,0,0,1,1,0,0,1,0,3,0,1,0,1,0,0,0,1,1,1,1,1,0,1,8,0,1,1,1,2,1,1,0,4,0,1,1,0,0,4,0,2,0,1,1,2,0
완벽,2,0,2,4,10,0,2,2,2,12,0,0,5,0,0,0,0,1,0,1,1,3,1,1,13,1,6,6,2,2,1,2,16,1,2,2,6,4,2,0,0,2,0,1,2,2,0,4,0,0,0,0,1,1,1,1,3,3,2,1,1,0,1,2,0,3,3,2,0,1,19,1,0,2,2,6,6,2,0,0,8,0,0,0,3,8,5,2,0,1,2,0,3,0,2,1,0,0,0,0,1,2,1,1,1,3,2,3,1,2,9,0,2,2,2,1,2,1,1,0,2,1,0,2,0,2,3,2,4,1,4,8,1,1,1,6,3,15,0,2,3,1,2,3,0,6,3,5,1,0,4,0,7,0,1,2,0,1,0,4,2,2,0,1,2,6,2,1,2,2,0,1,6,1,0,4,0,2,2,0,18,1,0,5,1,10,2,0,1,1,2,0,1,5,3,0,2,1,0,3,0,4,2,1,1,1,0,2,2,1,23,5,0,2,2,2,3,5,2,0,0,1,4,1,5,0,1,3,2,0,1,2,2,2,0,0,5,0,5,1,1,2,3,15,0,2,4,0,2,1,2,3,3,1,4,0,1,0,9,22,2,0,2,2,1,0,8,1,6,1,0,10,1,1,0,2,2,3,1,2,2,0,1,0,1,2,0,1,6,4,1,1,2,0,2,2,0,4,0,2,1,0,5,3,1,2,2,1,6,1,0,0,2,1,0,0,1,0,1,2,1,8,0,1,0,1,0,6,0,1,2,4,4,1,1,0,2,0,4,4,2,1,1,1,2,5,0,2,4,1,0,2,0,0,9,1,2,2,2,1,1,2,2,1,2,1,1,0,2,2,6,1,2,3,3,1,1,4,0,4,6,0,4,2,0,0,1,3,11,1,0,0,1,1,5,2,2,0,2,2,0,0,4,0,0,2,1,1,2,1,1,2,1,2,1,2,1,0,0,2,3,5,0,0,0,1,2,2,0,0,1,4,1,2,1,2,4,0,8,0,1,2,2,1,1,1,1,0,1,6,0,2,1,0,1,2,0,2,1,3,2,4,3,0,11,2,1,0,1,4,0,0,1,1,1,1,1,0,1,10,0,1,1,1,8,1,1,2,12,0,3,3,2,0,12,2,2,2,3,1,2,2
완성,0,1,0,6,7,1,2,0,0,22,1,1,11,1,1,1,1,1,1,3,1,3,2,1,18,3,15,4,1,0,1,6,11,2,3,0,0,0,0,1,1,0,1,1,2,0,2,2,1,1,1,1,1,1,1,1,4,1,2,1,1,1,3,1,1,2,3,0,1,1,13,1,1,0,0,4,14,0,1,1,6,1,1,2,1,6,2,0,1,2,4,1,6,1,0,1,1,2,1,1,6,2,1,1,1,5,0,6,1,2,1,1,2,0,4,1,0,1,1,1,2,4,1,0,1,0,5,0,0,1,5,3,1,2,3,5,6,21,1,0,3,1,1,1,1,0,6,5,1,1,0,2,10,1,3,0,1,1,1,2,0,0,1,2,0,6,0,1,0,0,1,2,2,1,1,1,1,0,0,2,29,1,1,4,1,12,0,1,2,1,0,1,3,2,1,3,0,1,1,5,1,5,0,1,1,1,3,2,0,1,15,10,1,1,0,4,4,5,0,1,1,2,0,1,3,1,3,4,1,1,1,4,0,0,1,1,2,1,2,1,1,4,2,19,1,0,4,1,3,1,2,3,5,1,0,3,2,1,2,3,0,1,0,0,1,1,6,1,2,1,1,8,4,3,2,1,0,2,1,0,0,1,1,1,0,6,2,2,0,0,2,3,0,1,0,4,1,0,2,3,1,1,5,1,2,0,2,1,2,1,2,1,0,1,2,1,2,1,1,0,1,0,1,2,1,1,1,2,1,2,0,0,10,1,4,1,1,1,0,6,1,1,2,1,2,10,1,2,0,1,1,3,1,1,3,1,2,0,2,1,2,3,3,1,0,1,1,1,2,2,0,3,5,1,6,1,3,3,1,6,0,1,6,0,2,1,1,1,9,1,1,1,1,1,2,2,0,1,2,2,3,2,0,1,1,0,3,1,6,2,3,2,3,0,4,3,4,1,1,0,4,10,1,1,1,1,1,12,1,1,1,5,1,0,1,0,3,2,0,2,1,0,0,1,1,1,1,3,2,6,1,0,1,1,1,9,1,0,1,1,0,0,2,2,8,1,1,1,1,0,1,1,1,1,5,1,1,2,1,19,2,1,2,1,6,2,1,0,16,3,4,3,1,1,9,5,2,0,6,1,3,0
외부,0,1,0,11,14,1,4,0,0,33,2,1,18,2,2,2,1,2,1,4,2,6,3,2,31,4,23,6,1,0,2,11,19,3,5,0,0,0,0,2,2,0,1,2,2,0,2,4,2,2,2,1,2,2,2,2,8,2,4,2,2,2,5,2,2,4,5,0,2,2,24,2,1,0,0,7,25,0,1,1,11,1,1,2,2,12,4,0,2,4,6,2,9,1,0,2,2,2,2,1,7,4,2,2,2,8,0,12,2,4,2,1,4,0,8,2,0,2,2,2,4,8,1,0,2,0,8,0,0,2,10,6,2,3,4,10,11,34,2,0,6,2,2,2,2,0,10,10,2,2,0,4,17,2,4,0,2,2,1,3,0,0,1,4,0,10,0,2,0,0,2,3,4,2,2,2,2,0,0,3,53,2,1,5,2,20,0,1,4,2,0,2,4,3,2,3,0,2,2,9,1,9,0,2,2,2,6,4,0,2,25,15,2,2,0,6,8,10,0,1,2,4,0,2,5,2,5,6,2,1,2,8,0,0,2,2,4,2,4,2,2,7,4,32,2,0,7,1,5,2,4,6,10,2,0,4,3,2,4,6,0,1,0,0,2,1,12,2,4,2,1,16,5,5,2,2,0,4,2,0,0,2,2,2,6,0,2,4,0,0,3,6,0,2,0,7,2,0,2,6,2,1,10,2,3,0,4,2,4,2,3,2,0,2,4,1,4,2,2,0,2,0,2,3,2,2,1,4,2,3,0,0,16,2,6,2,1,2,0,10,2,2,3,2,4,16,1,4,0,2,2,5,2,2,6,2,4,0,4,2,4,6,5,2,0,2,2,2,4,4,0,6,10,2,11,2,4,6,2,10,0,1,10,0,4,2,2,2,14,2,2,2,2,2,4,4,0,2,4,4,3,2,0,2,2,0,5,2,9,3,4,4,4,0,5,6,6,2,1,0,6,16,2,2,2,2,2,21,2,2,2,7,2,0,2,0,3,2,0,2,2,0,0,2,2,2,2,3,3,10,2,0,2,2,2,12,1,0,2,2,0,0,4,3,11,2,2,2,2,0,2,2,2,2,8,2,2,2,2,35,2,2,4,2,10,3,2,0,24,4,8,4,2,2,15,8,4,0,8,2,6,0
